4.770001396536827e-05,2.3600063286721706e-05,1.559988595545292e-05,1.3800105080008507e-05,1.2899981811642647e-05
4.439998883754015e-05,1.71000137925148e-05,1.479999627918005e-05,1.1199968867003918e-05,1.0999967344105244e-05
4.2899977415800095e-05,1.680001150816679e-05,1.2999982573091984e-05,1.1199968867003918e-05,1.0599964298307896e-05
5.2600051276385784e-05,2.5999965146183968e-05,1.9999919459223747e-05,1.9600032828748226e-05,1.750001683831215e-05
3.599992487579584e-05,1.4399993233382702e-05,1.1399970389902592e-05,1.070008147507906e-05,9.899958968162537e-06
3.450002986937761e-05,1.4399993233382702e-05,1.2599979527294636e-05,1.100008375942707e-05,1.4299992471933365e-05
3.2100011594593525e-05,1.4299992471933365e-05,1.0499963536858559e-05,1.00000761449337e-05,9.399955160915852e-06
4.980002995580435e-05,2.3699947632849216e-05,1.8600025214254856e-05,1.680001150816679e-05,1.5600002370774746e-05
3.760005347430706e-05,1.5300000086426735e-05,1.1500087566673756e-05,1.0499963536858559e-05,9.999959729611874e-06
5.349994171410799e-05,1.8700025975704193e-05,1.3199984095990658e-05,1.1699972674250603e-05,1.0999967344105244e-05
5.9600104577839375e-05,2.3600063286721706e-05,1.8000020645558834e-05,1.7200014553964138e-05,1.5400000847876072e-05
4.069996066391468e-05,1.6000005416572094e-05,1.1899974197149277e-05,1.0699965059757233e-05,1.0200077667832375e-05
5.689996760338545e-05,1.9400031305849552e-05,1.2199976481497288e-05,1.0900082997977734e-05,1.109996810555458e-05
4.039995837956667e-05,1.850002445280552e-05,1.610000617802143e-05,1.5400000847876072e-05,1.5199999324977398e-05
4.67000063508749e-05,1.6200006939470768e-05,1.1599971912801266e-05,1.0600080713629723e-05,1.009996049106121e-05
3.800005652010441e-05,1.5400000847876072e-05,1.179997343569994e-05,1.0499963536858559e-05,1.0100076906383038e-05
6.680004298686981e-05,2.7499976567924023e-05,2.2099935449659824e-05,1.7200014553964138e-05,1.6700010746717453e-05
3.8400059565901756e-05,1.580000389367342e-05,1.179997343569994e-05,1.0599964298307896e-05,1.0400079190731049e-05
8.110003545880318e-05,2.1399930119514465e-05,2.459995448589325e-05,1.71000137925148e-05,1.7200014553964138e-05
5.8399979025125504e-05,2.4300068616867065e-05,1.9200029782950878e-05,1.7699901945888996e-05,1.7200014553964138e-05
3.729993477463722e-05,1.5400000847876072e-05,1.1600088328123093e-05,1.5199999324977398e-05,1.0499963536858559e-05
4.740001168102026e-05,2.1700048819184303e-05,1.7200014553964138e-05,1.589988823980093e-05,1.5199999324977398e-05
4.830001853406429e-05,2.1000043489038944e-05,1.789990346878767e-05,1.6900012269616127e-05,1.650000922381878e-05
3.4100026823580265e-05,1.4299992471933365e-05,1.179997343569994e-05,1.0699965059757233e-05,1.0100076906383038e-05
3.50000336766243e-05,1.9900035113096237e-05,1.2999982573091984e-05,3.120000474154949e-05,1.1399970389902592e-05
5.250005051493645e-05,1.9699917174875736e-05,1.3599987141788006e-05,1.1200085282325745e-05,1.0499963536858559e-05
0.0001892000436782837,2.3999949917197227e-05,1.880002673715353e-05,1.610000617802143e-05,1.550000160932541e-05
5.059991963207722e-05,2.5300076231360435e-05,1.989991869777441e-05,1.6300007700920105e-05,1.2200092896819115e-05
3.9499951526522636e-05,1.5099998563528061e-05,1.1599971912801266e-05,1.0300078429281712e-05,9.699957445263863e-06
4.9400026910007e-05,2.059992402791977e-05,1.5600002370774746e-05,1.3599987141788006e-05,1.2699980288743973e-05
5.5900076404213905e-05,1.780001912266016e-05,1.580000389367342e-05,1.170008908957243e-05,1.1499971151351929e-05
4.099996294826269e-05,1.7200014553964138e-05,1.2299977242946625e-05,1.070008147507906e-05,1.0399962775409222e-05
3.6499928683042526e-05,1.5300000086426735e-05,1.209997572004795e-05,1.1800089851021767e-05,1.0899966582655907e-05
3.720005042850971e-05,1.5600002370774746e-05,1.2199976481497288e-05,1.1299969628453255e-05,1.0500079952180386e-05
3.5100034438073635e-05,1.4299992471933365e-05,1.2199976481497288e-05,1.2699980288743973e-05,1.0199961252510548e-05
5.239993333816528e-05,2.2600055672228336e-05,1.8400023691356182e-05,1.71000137925148e-05,1.550000160932541e-05
5.050003528594971e-05,2.359994687139988e-05,1.7700018361210823e-05,1.7400016076862812e-05,1.6600009985268116e-05
3.6199926398694515e-05,1.379998866468668e-05,1.1200085282325745e-05,1.009996049106121e-05,9.699957445263863e-06
5.089992191642523e-05,2.350006252527237e-05,1.859990879893303e-05,1.71000137925148e-05,1.7200014553964138e-05
4.9400026910007e-05,2.380006480962038e-05,1.9099912606179714e-05,1.9300030544400215e-05,1.7200014553964138e-05
4.840001929551363e-05,1.71000137925148e-05,1.209997572004795e-05,1.100008375942707e-05,1.2399978004395962e-05
5.3600058890879154e-05,2.1799933165311813e-05,1.7900019884109497e-05,1.780001912266016e-05,1.7600017599761486e-05
3.93999507650733e-05,1.9200029782950878e-05,1.6400008462369442e-05,1.6000005416572094e-05,1.6000005416572094e-05
3.370002377778292e-05,1.379998866468668e-05,1.109996810555458e-05,1.0399962775409222e-05,1.0100076906383038e-05
3.679993096739054e-05,1.4599994756281376e-05,1.1399970389902592e-05,1.0200077667832375e-05,9.899958968162537e-06
5.540007259696722e-05,2.2399937734007835e-05,1.7400016076862812e-05,1.6600009985268116e-05,1.5900004655122757e-05
5.2999937906861305e-05,2.410006709396839e-05,2.2900057956576347e-05,1.8200022168457508e-05,1.71000137925148e-05
5.659996531903744e-05,2.9999995604157448e-05,2.3000058718025684e-05,2.089992631226778e-05,2.0700041204690933e-05
3.9899954572319984e-05,1.5300000086426735e-05,1.1699972674250603e-05,1.0699965059757233e-05,1.0400079190731049e-05
6.019999273121357e-05,2.319994382560253e-05,1.880002673715353e-05,1.7300015315413475e-05,1.680001150816679e-05
4.8900023102760315e-05,2.3499946109950542e-05,1.8400023691356182e-05,2.2600055672228336e-05,1.68998958542943e-05
3.69000481441617e-05,1.4099990949034691e-05,1.0699965059757233e-05,9.70007386058569e-06,9.499955922365189e-06
4.67000063508749e-05,1.9700033590197563e-05,1.6900012269616127e-05,1.6300007700920105e-05,1.610000617802143e-05
4.4899992644786835e-05,2.0999927073717117e-05,1.7300015315413475e-05,1.6600009985268116e-05,1.6200006939470768e-05
4.850002005696297e-05,2.1099927835166454e-05,1.8200022168457508e-05,1.6600009985268116e-05,1.650000922381878e-05
5.909998435527086e-05,2.0400038920342922e-05,1.6799895092844963e-05,1.580000389367342e-05,1.5199999324977398e-05
5.2699935622513294e-05,2.420006785541773e-05,1.8900027498602867e-05,1.680001150816679e-05,1.610000617802143e-05
5.140004213899374e-05,2.119992859661579e-05,1.7200014553964138e-05,1.650000922381878e-05,1.5700003132224083e-05
3.5899924114346504e-05,1.5300000086426735e-05,1.1500087566673756e-05,1.0500079952180386e-05,1.009996049106121e-05
5.030003376305103e-05,2.219993621110916e-05,1.780001912266016e-05,1.7600017599761486e-05,1.5900004655122757e-05
4.800001624971628e-05,2.1900050342082977e-05,1.7400016076862812e-05,1.989991869777441e-05,1.5900004655122757e-05
3.260001540184021e-05,1.3599987141788006e-05,1.0599964298307896e-05,9.900075383484364e-06,9.699957445263863e-06
3.220001235604286e-05,1.3499986380338669e-05,1.5700003132224083e-05,9.999959729611874e-06,9.399955160915852e-06
5.6999968364834785e-05,2.2500054910779e-05,1.7600017599761486e-05,1.6300007700920105e-05,1.5600002370774746e-05
3.070000093430281e-05,1.3699987903237343e-05,1.1199968867003918e-05,1.0399962775409222e-05,1.0200077667832375e-05
3.790005575865507e-05,1.5900004655122757e-05,1.1999974958598614e-05,1.0599964298307896e-05,1.0100076906383038e-05
3.460003063082695e-05,1.4199991710484028e-05,1.0900082997977734e-05,9.999959729611874e-06,9.499955922365189e-06
3.499991726130247e-05,1.4299992471933365e-05,1.0900082997977734e-05,9.7999582067132e-06,9.399955160915852e-06
4.650000482797623e-05,2.329994458705187e-05,1.98000343516469e-05,1.9000028260052204e-05,1.819990575313568e-05
5.3699943237006664e-05,3.970006946474314e-05,1.9999919459223747e-05,1.780001912266016e-05,1.650000922381878e-05
4.67000063508749e-05,1.5400000847876072e-05,1.170008908957243e-05,1.0499963536858559e-05,9.899958968162537e-06
4.9900030717253685e-05,2.4099950678646564e-05,1.8600025214254856e-05,1.8300022929906845e-05,1.7300015315413475e-05
4.9200025387108326e-05,2.5699962861835957e-05,2.22999369725585e-05,2.0000035874545574e-05,1.9300030544400215e-05
4.060007631778717e-05,1.4599994756281376e-05,1.109996810555458e-05,9.999959729611874e-06,9.600073099136353e-06
4.6600005589425564e-05,2.0499923266470432e-05,1.71000137925148e-05,1.6000005416572094e-05,1.550000160932541e-05
3.5499921068549156e-05,1.4499993994832039e-05,1.1300086043775082e-05,1.0500079952180386e-05,9.999959729611874e-06
4.090007860213518e-05,1.550000160932541e-05,1.1999974958598614e-05,1.1199968867003918e-05,1.0299962013959885e-05
7.27999722585082e-05,3.390002530068159e-05,2.329994458705187e-05,2.7099973522126675e-05,2.1200045011937618e-05
5.1600043661892414e-05,2.4099950678646564e-05,1.8900027498602867e-05,1.8400023691356182e-05,1.6700010746717453e-05
